DEPARTAMENTO,PROVINCIA,MES,n
CAJAMARCA,SANTA CRUZ,7,15
CAJAMARCA,SANTA CRUZ,8,97
CAJAMARCA,SANTA CRUZ,9,31
CAJAMARCA,SANTA CRUZ,10,43
CAJAMARCA,SANTA CRUZ,11,17
CAJAMARCA,SANTA CRUZ,12,27
CALLAO,CALLAO,1,1073
CALLAO,CALLAO,3,39
CALLAO,CALLAO,4,4070
CALLAO,CALLAO,5,8141
CALLAO,CALLAO,6,5361
CALLAO,CALLAO,7,3615
CALLAO,CALLAO,8,6098
CALLAO,CALLAO,9,5749
CALLAO,CALLAO,10,3665
CALLAO,CALLAO,11,2491
CALLAO,CALLAO,12,2070
CALLAO,EN INVESTIGACIÓN,1,113
CALLAO,EN INVESTIGACIÓN,3,7
CALLAO,EN INVESTIGACIÓN,4,158
CALLAO,EN INVESTIGACIÓN,5,504
CALLAO,EN INVESTIGACIÓN,6,293
CALLAO,EN INVESTIGACIÓN,7,200
CALLAO,EN INVESTIGACIÓN,8,327
CALLAO,EN INVESTIGACIÓN,9,266
CALLAO,EN INVESTIGACIÓN,10,141
CALLAO,EN INVESTIGACIÓN,11,133
CALLAO,EN INVESTIGACIÓN,12,245
CUSCO,ACOMAYO,1,5
CUSCO,ACOMAYO,5,14
CUSCO,ACOMAYO,6,10
CUSCO,ACOMAYO,7,3
CUSCO,ACOMAYO,8,44
CUSCO,ACOMAYO,9,52
CUSCO,ACOMAYO,10,8
CUSCO,ACOMAYO,11,6
CUSCO,ACOMAYO,12,4
CUSCO,ANTA,1,3
CUSCO,ANTA,4,4
CUSCO,ANTA,5,39
CUSCO,ANTA,6,26
CUSCO,ANTA,7,33
CUSCO,ANTA,8,244
CUSCO,ANTA,9,167
CUSCO,ANTA,10,27
CUSCO,ANTA,11,18
CUSCO,ANTA,12,22
CUSCO,CALCA,1,8
CUSCO,CALCA,4,3
CUSCO,CALCA,5,21
CUSCO,CALCA,6,13
CUSCO,CALCA,7,25
CUSCO,CALCA,8,131
CUSCO,CALCA,9,71
CUSCO,CALCA,10,29
CUSCO,CALCA,11,20
CUSCO,CALCA,12,14
CUSCO,CANAS,1,1
CUSCO,CANAS,4,3
CUSCO,CANAS,5,11
CUSCO,CANAS,6,4
CUSCO,CANAS,7,9
CUSCO,CANAS,8,42
CUSCO,CANAS,9,46
CUSCO,CANAS,10,9
CUSCO,CANAS,11,9
CUSCO,CANAS,12,3
CUSCO,CANCHIS,1,33
CUSCO,CANCHIS,4,15
CUSCO,CANCHIS,5,14
CUSCO,CANCHIS,6,22
CUSCO,CANCHIS,7,72
CUSCO,CANCHIS,8,486
CUSCO,CANCHIS,9,362
CUSCO,CANCHIS,10,188
CUSCO,CANCHIS,11,86
CUSCO,CANCHIS,12,57
CUSCO,CHUMBIVILCAS,1,29
CUSCO,CHUMBIVILCAS,4,3
CUSCO,CHUMBIVILCAS,5,17
CUSCO,CHUMBIVILCAS,6,2
CUSCO,CHUMBIVILCAS,7,9
CUSCO,CHUMBIVILCAS,8,110
CUSCO,CHUMBIVILCAS,9,60
CUSCO,CHUMBIVILCAS,10,35
CUSCO,CHUMBIVILCAS,11,16
CUSCO,CHUMBIVILCAS,12,63
CUSCO,CUSCO,1,315
CUSCO,CUSCO,3,33
CUSCO,CUSCO,4,224
CUSCO,CUSCO,5,579
CUSCO,CUSCO,6,360
CUSCO,CUSCO,7,2099
CUSCO,CUSCO,8,8043
CUSCO,CUSCO,9,3177
CUSCO,CUSCO,10,794
CUSCO,CUSCO,11,713
CUSCO,CUSCO,12,752
CUSCO,EN INVESTIGACIÓN,1,1
CUSCO,EN INVESTIGACIÓN,4,1
CUSCO,EN INVESTIGACIÓN,5,11
CUSCO,EN INVESTIGACIÓN,6,2
CUSCO,EN INVESTIGACIÓN,7,7
CUSCO,EN INVESTIGACIÓN,8,17
CUSCO,EN INVESTIGACIÓN,9,20
CUSCO,EN INVESTIGACIÓN,10,67
CUSCO,EN INVESTIGACIÓN,11,17
CUSCO,EN INVESTIGACIÓN,12,8
CUSCO,ESPINAR,1,25
CUSCO,ESPINAR,4,7
CUSCO,ESPINAR,5,28
CUSCO,ESPINAR,6,20
CUSCO,ESPINAR,7,11
CUSCO,ESPINAR,8,96
CUSCO,ESPINAR,9,177
CUSCO,ESPINAR,10,359
CUSCO,ESPINAR,11,75
CUSCO,ESPINAR,12,90
CUSCO,LA CONVENCION,1,143
CUSCO,LA CONVENCION,3,1
CUSCO,LA CONVENCION,4,7
CUSCO,LA CONVENCION,5,65
CUSCO,LA CONVENCION,6,271
CUSCO,LA CONVENCION,7,680
CUSCO,LA CONVENCION,8,978
CUSCO,LA CONVENCION,9,501
CUSCO,LA CONVENCION,10,368
CUSCO,LA CONVENCION,11,249
CUSCO,LA CONVENCION,12,254
CUSCO,PARURO,1,2
CUSCO,PARURO,5,16
CUSCO,PARURO,6,6
CUSCO,PARURO,7,5
CUSCO,PARURO,8,27
CUSCO,PARURO,9,18
CUSCO,PARURO,10,29
CUSCO,PARURO,11,3
CUSCO,PARURO,12,4
CUSCO,PAUCARTAMBO,1,2
CUSCO,PAUCARTAMBO,4,1
CUSCO,PAUCARTAMBO,5,6
CUSCO,PAUCARTAMBO,6,4
CUSCO,PAUCARTAMBO,7,10
CUSCO,PAUCARTAMBO,8,78
CUSCO,PAUCARTAMBO,9,38
CUSCO,PAUCARTAMBO,10,19
CUSCO,PAUCARTAMBO,11,14
CUSCO,PAUCARTAMBO,12,4
CUSCO,QUISPICANCHI,1,13
CUSCO,QUISPICANCHI,4,4
CUSCO,QUISPICANCHI,5,15
CUSCO,QUISPICANCHI,6,16
CUSCO,QUISPICANCHI,7,58
CUSCO,QUISPICANCHI,8,339
CUSCO,QUISPICANCHI,9,144
CUSCO,QUISPICANCHI,10,42
CUSCO,QUISPICANCHI,11,50
CUSCO,QUISPICANCHI,12,22
CUSCO,URUBAMBA,1,9
CUSCO,URUBAMBA,4,12
CUSCO,URUBAMBA,5,5
CUSCO,URUBAMBA,6,20
CUSCO,URUBAMBA,7,36
CUSCO,URUBAMBA,8,213
CUSCO,URUBAMBA,9,129
CUSCO,URUBAMBA,10,49
CUSCO,URUBAMBA,11,72
CUSCO,URUBAMBA,12,17
HUANCAVELICA,ACOBAMBA,1,5
HUANCAVELICA,ACOBAMBA,4,42
HUANCAVELICA,ACOBAMBA,5,86
HUANCAVELICA,ACOBAMBA,6,77
HUANCAVELICA,ACOBAMBA,7,68
HUANCAVELICA,ACOBAMBA,8,179
HUANCAVELICA,ACOBAMBA,9,118
HUANCAVELICA,ACOBAMBA,10,60
HUANCAVELICA,ACOBAMBA,11,21
HUANCAVELICA,ACOBAMBA,12,9
HUANCAVELICA,ANGARAES,1,11
HUANCAVELICA,ANGARAES,4,9
HUANCAVELICA,ANGARAES,5,68
HUANCAVELICA,ANGARAES,6,38
HUANCAVELICA,ANGARAES,7,62
HUANCAVELICA,ANGARAES,8,381
HUANCAVELICA,ANGARAES,9,189
HUANCAVELICA,ANGARAES,10,45
HUANCAVELICA,ANGARAES,11,47
HUANCAVELICA,ANGARAES,12,27
HUANCAVELICA,CASTROVIRREYNA,4,1
HUANCAVELICA,CASTROVIRREYNA,5,23
HUANCAVELICA,CASTROVIRREYNA,6,22
HUANCAVELICA,CASTROVIRREYNA,7,32
HUANCAVELICA,CASTROVIRREYNA,8,65
HUANCAVELICA,CASTROVIRREYNA,9,28
HUANCAVELICA,CASTROVIRREYNA,10,11
HUANCAVELICA,CASTROVIRREYNA,11,10
HUANCAVELICA,CASTROVIRREYNA,12,4
HUANCAVELICA,CHURCAMPA,1,1
HUANCAVELICA,CHURCAMPA,4,7
HUANCAVELICA,CHURCAMPA,5,13
HUANCAVELICA,CHURCAMPA,6,22
HUANCAVELICA,CHURCAMPA,7,35
HUANCAVELICA,CHURCAMPA,8,97
HUANCAVELICA,CHURCAMPA,9,103
HUANCAVELICA,CHURCAMPA,10,33
HUANCAVELICA,CHURCAMPA,11,35
HUANCAVELICA,CHURCAMPA,12,12
HUANCAVELICA,EN INVESTIGACIÓN,5,2
HUANCAVELICA,EN INVESTIGACIÓN,6,3
HUANCAVELICA,EN INVESTIGACIÓN,7,16
HUANCAVELICA,EN INVESTIGACIÓN,8,26
HUANCAVELICA,EN INVESTIGACIÓN,9,97
HUANCAVELICA,EN INVESTIGACIÓN,10,5
HUANCAVELICA,EN INVESTIGACIÓN,11,2
HUANCAVELICA,EN INVESTIGACIÓN,12,2
HUANCAVELICA,HUANCAVELICA,1,54
HUANCAVELICA,HUANCAVELICA,3,1
HUANCAVELICA,HUANCAVELICA,4,67
HUANCAVELICA,HUANCAVELICA,5,176
HUANCAVELICA,HUANCAVELICA,6,138
HUANCAVELICA,HUANCAVELICA,7,556
HUANCAVELICA,HUANCAVELICA,8,1916
HUANCAVELICA,HUANCAVELICA,9,1026
HUANCAVELICA,HUANCAVELICA,10,153
HUANCAVELICA,HUANCAVELICA,11,145
HUANCAVELICA,HUANCAVELICA,12,121
HUANCAVELICA,HUAYTARA,1,16
HUANCAVELICA,HUAYTARA,4,1
HUANCAVELICA,HUAYTARA,5,30
HUANCAVELICA,HUAYTARA,6,16
HUANCAVELICA,HUAYTARA,7,29
HUANCAVELICA,HUAYTARA,8,73
HUANCAVELICA,HUAYTARA,9,49
HUANCAVELICA,HUAYTARA,10,15
HUANCAVELICA,HUAYTARA,11,21
HUANCAVELICA,HUAYTARA,12,24
HUANCAVELICA,TAYACAJA,1,8
HUANCAVELICA,TAYACAJA,4,8
HUANCAVELICA,TAYACAJA,5,26
HUANCAVELICA,TAYACAJA,6,37
HUANCAVELICA,TAYACAJA,7,143
HUANCAVELICA,TAYACAJA,8,361
HUANCAVELICA,TAYACAJA,9,278
HUANCAVELICA,TAYACAJA,10,225
HUANCAVELICA,TAYACAJA,11,27
HUANCAVELICA,TAYACAJA,12,24
HUANUCO,AMBO,1,73
HUANUCO,AMBO,4,5
HUANUCO,AMBO,5,24
HUANUCO,AMBO,6,20
HUANUCO,AMBO,7,114
HUANUCO,AMBO,8,208
HUANUCO,AMBO,9,48
HUANUCO,AMBO,10,14
HUANUCO,AMBO,11,48
HUANUCO,AMBO,12,144
HUANUCO,DOS DE MAYO,1,8
HUANUCO,DOS DE MAYO,4,4
HUANUCO,DOS DE MAYO,5,6
HUANUCO,DOS DE MAYO,6,15
HUANUCO,DOS DE MAYO,7,123
HUANUCO,DOS DE MAYO,8,92
HUANUCO,DOS DE MAYO,9,49
HUANUCO,DOS DE MAYO,10,24
HUANUCO,DOS DE MAYO,11,10
HUANUCO,DOS DE MAYO,12,40
HUANUCO,EN INVESTIGACIÓN,1,86
HUANUCO,EN INVESTIGACIÓN,3,1
HUANUCO,EN INVESTIGACIÓN,4,33
HUANUCO,EN INVESTIGACIÓN,5,33
HUANUCO,EN INVESTIGACIÓN,6,366
HUANUCO,EN INVESTIGACIÓN,7,988
HUANUCO,EN INVESTIGACIÓN,8,1310
HUANUCO,EN INVESTIGACIÓN,9,419
HUANUCO,EN INVESTIGACIÓN,10,271
HUANUCO,EN INVESTIGACIÓN,11,197
HUANUCO,EN INVESTIGACIÓN,12,179
HUANUCO,HUACAYBAMBA,1,2
HUANUCO,HUACAYBAMBA,5,3
HUANUCO,HUACAYBAMBA,6,2
HUANUCO,HUACAYBAMBA,7,2
HUANUCO,HUACAYBAMBA,8,26
HUANUCO,HUACAYBAMBA,9,45
HUANUCO,HUACAYBAMBA,10,37
HUANUCO,HUACAYBAMBA,11,22
HUANUCO,HUACAYBAMBA,12,23
HUANUCO,HUAMALIES,1,19
HUANUCO,HUAMALIES,4,64
HUANUCO,HUAMALIES,5,50
HUANUCO,HUAMALIES,6,29
HUANUCO,HUAMALIES,7,87
HUANUCO,HUAMALIES,8,129
HUANUCO,HUAMALIES,9,82
HUANUCO,HUAMALIES,10,37
HUANUCO,HUAMALIES,11,25
HUANUCO,HUAMALIES,12,62
HUANUCO,HUANUCO,1,581
HUANUCO,HUANUCO,3,5
HUANUCO,HUANUCO,4,157
HUANUCO,HUANUCO,5,314
HUANUCO,HUANUCO,6,883
HUANUCO,HUANUCO,7,2868
HUANUCO,HUANUCO,8,3339
HUANUCO,HUANUCO,9,1931
HUANUCO,HUANUCO,10,575
HUANUCO,HUANUCO,11,595
HUANUCO,HUANUCO,12,829
HUANUCO,LAURICOCHA,1,6
HUANUCO,LAURICOCHA,4,4
HUANUCO,LAURICOCHA,5,4
HUANUCO,LAURICOCHA,6,8
HUANUCO,LAURICOCHA,7,15
HUANUCO,LAURICOCHA,8,11
HUANUCO,LAURICOCHA,9,8
HUANUCO,LAURICOCHA,10,2
HUANUCO,LAURICOCHA,11,1
HUANUCO,LAURICOCHA,12,2
HUANUCO,LEONCIO PRADO,1,34
HUANUCO,LEONCIO PRADO,4,20
HUANUCO,LEONCIO PRADO,5,40
HUANUCO,LEONCIO PRADO,6,138
HUANUCO,LEONCIO PRADO,7,321
HUANUCO,LEONCIO PRADO,8,776
HUANUCO,LEONCIO PRADO,9,137
HUANUCO,LEONCIO PRADO,10,89
HUANUCO,LEONCIO PRADO,11,54
HUANUCO,LEONCIO PRADO,12,75
HUANUCO,MARAÑON,1,5
HUANUCO,MARAÑON,5,3
HUANUCO,MARAÑON,6,16
HUANUCO,MARAÑON,7,45
HUANUCO,MARAÑON,8,79
HUANUCO,MARAÑON,9,30
HUANUCO,MARAÑON,10,3
HUANUCO,PACHITEA,1,15
HUANUCO,PACHITEA,4,8
HUANUCO,PACHITEA,5,12
HUANUCO,PACHITEA,6,25
HUANUCO,PACHITEA,7,61
HUANUCO,PACHITEA,8,129
HUANUCO,PACHITEA,9,81
HUANUCO,PACHITEA,10,17
HUANUCO,PACHITEA,11,25
HUANUCO,PACHITEA,12,27
HUANUCO,PUERTO INCA,1,16
HUANUCO,PUERTO INCA,4,2
HUANUCO,PUERTO INCA,5,49
HUANUCO,PUERTO INCA,6,152
HUANUCO,PUERTO INCA,7,183
HUANUCO,PUERTO INCA,8,536
HUANUCO,PUERTO INCA,9,138
HUANUCO,PUERTO INCA,10,64
HUANUCO,PUERTO INCA,11,50
HUANUCO,PUERTO INCA,12,41
HUANUCO,YAROWILCA,1,13
HUANUCO,YAROWILCA,4,1
HUANUCO,YAROWILCA,5,4
HUANUCO,YAROWILCA,6,24
HUANUCO,YAROWILCA,7,35
HUANUCO,YAROWILCA,8,36
HUANUCO,YAROWILCA,9,21
HUANUCO,YAROWILCA,10,17
HUANUCO,YAROWILCA,11,7
HUANUCO,YAROWILCA,12,8
ICA,CHINCHA,1,83
ICA,CHINCHA,3,3
ICA,CHINCHA,4,158
ICA,CHINCHA,5,1099
ICA,CHINCHA,6,779
ICA,CHINCHA,7,984
ICA,CHINCHA,8,1410
ICA,CHINCHA,9,912
ICA,CHINCHA,10,180
ICA,CHINCHA,11,129
ICA,CHINCHA,12,200
ICA,EN INVESTIGACIÓN,1,25
ICA,EN INVESTIGACIÓN,4,6
ICA,EN INVESTIGACIÓN,5,10
ICA,EN INVESTIGACIÓN,6,118
ICA,EN INVESTIGACIÓN,7,471
ICA,EN INVESTIGACIÓN,8,802
ICA,EN INVESTIGACIÓN,9,722
ICA,EN INVESTIGACIÓN,10,145
ICA,EN INVESTIGACIÓN,11,62
ICA,EN INVESTIGACIÓN,12,59
ICA,ICA,1,466
ICA,ICA,3,4
ICA,ICA,4,317
ICA,ICA,5,942
ICA,ICA,6,1863
ICA,ICA,7,2978
ICA,ICA,8,4292
ICA,ICA,9,2679
ICA,ICA,10,666
ICA,ICA,11,232
ICA,ICA,12,506
ICA,NAZCA,1,11
ICA,NAZCA,4,69
ICA,NAZCA,5,364
ICA,NAZCA,6,328
ICA,NAZCA,7,313
ICA,NAZCA,8,515
ICA,NAZCA,9,619
ICA,NAZCA,10,166
ICA,NAZCA,11,55
ICA,NAZCA,12,37
ICA,PALPA,1,25
ICA,PALPA,4,75
ICA,PALPA,5,138
ICA,PALPA,6,135
ICA,PALPA,7,203
ICA,PALPA,8,291
ICA,PALPA,9,222
ICA,PALPA,10,43
ICA,PALPA,11,17
ICA,PALPA,12,20
ICA,PISCO,1,126
ICA,PISCO,3,1
ICA,PISCO,4,79
ICA,PISCO,5,529
ICA,PISCO,6,937
ICA,PISCO,7,1189
ICA,PISCO,8,1699
ICA,PISCO,9,934
ICA,PISCO,10,242
ICA,PISCO,11,84
ICA,PISCO,12,135
JUNIN,CHANCHAMAYO,1,124
JUNIN,CHANCHAMAYO,4,52
JUNIN,CHANCHAMAYO,5,256
JUNIN,CHANCHAMAYO,6,417
JUNIN,CHANCHAMAYO,7,548
JUNIN,CHANCHAMAYO,8,796
JUNIN,CHANCHAMAYO,9,544
JUNIN,CHANCHAMAYO,10,480
JUNIN,CHANCHAMAYO,11,376
JUNIN,CHANCHAMAYO,12,456
JUNIN,CHUPACA,1,33
JUNIN,CHUPACA,4,46
JUNIN,CHUPACA,5,113
JUNIN,CHUPACA,6,71
JUNIN,CHUPACA,7,285
JUNIN,CHUPACA,8,438
JUNIN,CHUPACA,9,277
JUNIN,CHUPACA,10,216
JUNIN,CHUPACA,11,120
JUNIN,CHUPACA,12,162
JUNIN,CONCEPCION,1,39
JUNIN,CONCEPCION,4,9
JUNIN,CONCEPCION,5,28
JUNIN,CONCEPCION,6,49
JUNIN,CONCEPCION,7,148
JUNIN,CONCEPCION,8,201
JUNIN,CONCEPCION,9,190
JUNIN,CONCEPCION,10,60
JUNIN,CONCEPCION,11,25
JUNIN,CONCEPCION,12,26
JUNIN,EN INVESTIGACIÓN,1,2
JUNIN,EN INVESTIGACIÓN,4,6
JUNIN,EN INVESTIGACIÓN,5,14
JUNIN,EN INVESTIGACIÓN,6,27
JUNIN,EN INVESTIGACIÓN,7,41
JUNIN,EN INVESTIGACIÓN,8,52
JUNIN,EN INVESTIGACIÓN,9,67
JUNIN,EN INVESTIGACIÓN,10,26
JUNIN,EN INVESTIGACIÓN,11,5
JUNIN,EN INVESTIGACIÓN,12,7
JUNIN,HUANCAYO,1,980
JUNIN,HUANCAYO,3,16
JUNIN,HUANCAYO,4,247
JUNIN,HUANCAYO,5,623
JUNIN,HUANCAYO,6,1179
JUNIN,HUANCAYO,7,2482
JUNIN,HUANCAYO,8,4005
JUNIN,HUANCAYO,9,2266
JUNIN,HUANCAYO,10,1261
JUNIN,HUANCAYO,11,541
JUNIN,HUANCAYO,12,1059
JUNIN,JAUJA,1,66
JUNIN,JAUJA,4,19
JUNIN,JAUJA,5,55
JUNIN,JAUJA,6,45
JUNIN,JAUJA,7,135
JUNIN,JAUJA,8,261
JUNIN,JAUJA,9,109
JUNIN,JAUJA,10,97
JUNIN,JAUJA,11,59
JUNIN,JAUJA,12,298
JUNIN,JUNIN,1,28
JUNIN,JUNIN,4,20
JUNIN,JUNIN,5,99
JUNIN,JUNIN,6,33
JUNIN,JUNIN,7,41
JUNIN,JUNIN,8,127
JUNIN,JUNIN,9,76
JUNIN,JUNIN,10,22
JUNIN,JUNIN,11,55
JUNIN,JUNIN,12,77
JUNIN,SATIPO,1,236
JUNIN,SATIPO,4,25
JUNIN,SATIPO,5,103
JUNIN,SATIPO,6,159
JUNIN,SATIPO,7,257
JUNIN,SATIPO,8,920
JUNIN,SATIPO,9,513
JUNIN,SATIPO,10,893
JUNIN,SATIPO,11,694
JUNIN,SATIPO,12,569
JUNIN,TARMA,1,57
JUNIN,TARMA,4,38
JUNIN,TARMA,5,99
JUNIN,TARMA,6,55
JUNIN,TARMA,7,139
JUNIN,TARMA,8,382
JUNIN,TARMA,9,224
JUNIN,TARMA,10,171
JUNIN,TARMA,11,70
JUNIN,TARMA,12,63
JUNIN,YAULI,1,24
JUNIN,YAULI,4,31
JUNIN,YAULI,5,107
JUNIN,YAULI,6,151
JUNIN,YAULI,7,188
JUNIN,YAULI,8,281
JUNIN,YAULI,9,260
JUNIN,YAULI,10,65
JUNIN,YAULI,11,43
JUNIN,YAULI,12,54
LA LIBERTAD,ASCOPE,1,24
LA LIBERTAD,ASCOPE,4,44
LA LIBERTAD,ASCOPE,5,173
LA LIBERTAD,ASCOPE,6,325
LA LIBERTAD,ASCOPE,7,354
LA LIBERTAD,ASCOPE,8,673
LA LIBERTAD,ASCOPE,9,524
LA LIBERTAD,ASCOPE,10,41
LA LIBERTAD,ASCOPE,11,35
LA LIBERTAD,ASCOPE,12,29
LA LIBERTAD,BOLIVAR,7,3
LA LIBERTAD,BOLIVAR,8,5
LA LIBERTAD,BOLIVAR,9,3
LA LIBERTAD,BOLIVAR,10,2
LA LIBERTAD,BOLIVAR,11,2
LA LIBERTAD,BOLIVAR,12,3
LA LIBERTAD,CHEPEN,1,5
LA LIBERTAD,CHEPEN,4,138
LA LIBERTAD,CHEPEN,5,344
LA LIBERTAD,CHEPEN,6,613
LA LIBERTAD,CHEPEN,7,246
LA LIBERTAD,CHEPEN,8,392
LA LIBERTAD,CHEPEN,9,275
LA LIBERTAD,CHEPEN,10,246
LA LIBERTAD,CHEPEN,11,105
LA LIBERTAD,CHEPEN,12,25
LA LIBERTAD,EN INVESTIGACIÓN,4,4
LA LIBERTAD,EN INVESTIGACIÓN,5,21
LA LIBERTAD,EN INVESTIGACIÓN,6,65
LA LIBERTAD,EN INVESTIGACIÓN,7,62
LA LIBERTAD,EN INVESTIGACIÓN,8,129
LA LIBERTAD,EN INVESTIGACIÓN,9,103
LA LIBERTAD,EN INVESTIGACIÓN,10,5
LA LIBERTAD,EN INVESTIGACIÓN,11,1
LA LIBERTAD,GRAN CHIMU,1,1
LA LIBERTAD,GRAN CHIMU,4,3
LA LIBERTAD,GRAN CHIMU,5,4
LA LIBERTAD,GRAN CHIMU,6,31
LA LIBERTAD,GRAN CHIMU,7,73
LA LIBERTAD,GRAN CHIMU,8,173
LA LIBERTAD,GRAN CHIMU,9,114
LA LIBERTAD,GRAN CHIMU,10,57
LA LIBERTAD,GRAN CHIMU,11,37
LA LIBERTAD,GRAN CHIMU,12,14
LA LIBERTAD,JULCAN,1,1
LA LIBERTAD,JULCAN,5,4
LA LIBERTAD,JULCAN,6,4
LA LIBERTAD,JULCAN,7,28
LA LIBERTAD,JULCAN,8,18
LA LIBERTAD,JULCAN,9,13
LA LIBERTAD,JULCAN,10,12
LA LIBERTAD,JULCAN,11,30
LA LIBERTAD,JULCAN,12,23
LA LIBERTAD,OTUZCO,1,10
LA LIBERTAD,OTUZCO,5,26
LA LIBERTAD,OTUZCO,6,91
LA LIBERTAD,OTUZCO,7,156
LA LIBERTAD,OTUZCO,8,178
LA LIBERTAD,OTUZCO,9,176
LA LIBERTAD,OTUZCO,10,123
LA LIBERTAD,OTUZCO,11,58
LA LIBERTAD,OTUZCO,12,52
LA LIBERTAD,PACASMAYO,1,19
LA LIBERTAD,PACASMAYO,4,23
LA LIBERTAD,PACASMAYO,5,105
LA LIBERTAD,PACASMAYO,6,187
LA LIBERTAD,PACASMAYO,7,192
LA LIBERTAD,PACASMAYO,8,365
LA LIBERTAD,PACASMAYO,9,353
LA LIBERTAD,PACASMAYO,10,162
LA LIBERTAD,PACASMAYO,11,93
LA LIBERTAD,PACASMAYO,12,105
LA LIBERTAD,PATAZ,1,3
LA LIBERTAD,PATAZ,4,3
LA LIBERTAD,PATAZ,5,225
LA LIBERTAD,PATAZ,6,52
LA LIBERTAD,PATAZ,7,30
LA LIBERTAD,PATAZ,8,119
LA LIBERTAD,PATAZ,9,131
LA LIBERTAD,PATAZ,10,129
LA LIBERTAD,PATAZ,11,52
LA LIBERTAD,PATAZ,12,19
LA LIBERTAD,SANCHEZ CARRION,1,32
LA LIBERTAD,SANCHEZ CARRION,4,1
LA LIBERTAD,SANCHEZ CARRION,5,39
LA LIBERTAD,SANCHEZ CARRION,6,101
LA LIBERTAD,SANCHEZ CARRION,7,183
LA LIBERTAD,SANCHEZ CARRION,8,193
LA LIBERTAD,SANCHEZ CARRION,9,855
LA LIBERTAD,SANCHEZ CARRION,10,99
LA LIBERTAD,SANCHEZ CARRION,11,106
LA LIBERTAD,SANCHEZ CARRION,12,46
LA LIBERTAD,SANTIAGO DE CHUCO,1,12
LA LIBERTAD,SANTIAGO DE CHUCO,5,15
LA LIBERTAD,SANTIAGO DE CHUCO,6,33
LA LIBERTAD,SANTIAGO DE CHUCO,7,110
LA LIBERTAD,SANTIAGO DE CHUCO,8,130
LA LIBERTAD,SANTIAGO DE CHUCO,9,60
LA LIBERTAD,SANTIAGO DE CHUCO,10,85
LA LIBERTAD,SANTIAGO DE CHUCO,11,42
LA LIBERTAD,SANTIAGO DE CHUCO,12,56
LA LIBERTAD,TRUJILLO,1,658
LA LIBERTAD,TRUJILLO,3,29
LA LIBERTAD,TRUJILLO,4,769
LA LIBERTAD,TRUJILLO,5,2936
LA LIBERTAD,TRUJILLO,6,3799
LA LIBERTAD,TRUJILLO,7,4350
LA LIBERTAD,TRUJILLO,8,4846
LA LIBERTAD,TRUJILLO,9,3998
LA LIBERTAD,TRUJILLO,10,2049
LA LIBERTAD,TRUJILLO,11,1186
LA LIBERTAD,TRUJILLO,12,1224
LA LIBERTAD,VIRU,1,8
LA LIBERTAD,VIRU,4,82
LA LIBERTAD,VIRU,5,197
LA LIBERTAD,VIRU,6,250
LA LIBERTAD,VIRU,7,172
LA LIBERTAD,VIRU,8,231
LA LIBERTAD,VIRU,9,260
LA LIBERTAD,VIRU,10,115
LA LIBERTAD,VIRU,11,64
LA LIBERTAD,VIRU,12,26
LAMBAYEQUE,CHICLAYO,1,468
LAMBAYEQUE,CHICLAYO,3,28
LAMBAYEQUE,CHICLAYO,4,2232
LAMBAYEQUE,CHICLAYO,5,3969
LAMBAYEQUE,CHICLAYO,6,3277
LAMBAYEQUE,CHICLAYO,7,2491
LAMBAYEQUE,CHICLAYO,8,3220
LAMBAYEQUE,CHICLAYO,9,2736
LAMBAYEQUE,CHICLAYO,10,1854
LAMBAYEQUE,CHICLAYO,11,1430
LAMBAYEQUE,CHICLAYO,12,1756
LAMBAYEQUE,EN INVESTIGACIÓN,1,1
LAMBAYEQUE,EN INVESTIGACIÓN,4,8
LAMBAYEQUE,EN INVESTIGACIÓN,5,11
LAMBAYEQUE,EN INVESTIGACIÓN,6,169
LAMBAYEQUE,EN INVESTIGACIÓN,7,284
LAMBAYEQUE,EN INVESTIGACIÓN,8,538
LAMBAYEQUE,EN INVESTIGACIÓN,9,348
LAMBAYEQUE,EN INVESTIGACIÓN,10,102
LAMBAYEQUE,EN INVESTIGACIÓN,11,111
LAMBAYEQUE,EN INVESTIGACIÓN,12,111
LAMBAYEQUE,FERREÑAFE,1,35
LAMBAYEQUE,FERREÑAFE,3,6
LAMBAYEQUE,FERREÑAFE,4,453
LAMBAYEQUE,FERREÑAFE,5,631
LAMBAYEQUE,FERREÑAFE,6,250
LAMBAYEQUE,FERREÑAFE,7,109
LAMBAYEQUE,FERREÑAFE,8,231
LAMBAYEQUE,FERREÑAFE,9,145
LAMBAYEQUE,FERREÑAFE,10,103
LAMBAYEQUE,FERREÑAFE,11,44
LAMBAYEQUE,FERREÑAFE,12,64
LAMBAYEQUE,LAMBAYEQUE,1,74
LAMBAYEQUE,LAMBAYEQUE,3,1
LAMBAYEQUE,LAMBAYEQUE,4,416
LAMBAYEQUE,LAMBAYEQUE,5,1527
LAMBAYEQUE,LAMBAYEQUE,6,1125
LAMBAYEQUE,LAMBAYEQUE,7,935
LAMBAYEQUE,LAMBAYEQUE,8,1127
LAMBAYEQUE,LAMBAYEQUE,9,825
LAMBAYEQUE,LAMBAYEQUE,10,393
LAMBAYEQUE,LAMBAYEQUE,11,268
LAMBAYEQUE,LAMBAYEQUE,12,154
LIMA,BARRANCA,1,1
LIMA,EN INVESTIGACIÓN,1,1541
LIMA,EN INVESTIGACIÓN,3,1
